GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,BTTRA,BTBGA,AJZAE001,AJ1TE001,AJ1TE002,AJ1TE003
GIS Join Match Code,Data File Year,Region Code,Division Code,State Name,State Code,County Name,County Code,County Subdivision Code,Place Code,Census Tract Code,Block Group Code,Consolidated City Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,American Indian Area/Alaska Native Area (Reservation or Statistical Entity Only) Code,American Indian Area (Off-Reservation Trust Land Only)/Hawaiian Home Land Code,Tribal Subdivision/Remainder Code,Alaska Native Regional Corporation Code,Metropolitan Statistical Area/Micropolitan Statistical Area Code,Combined Statistical Area Code,Metropolitan Division Code,New England City and Town Area Code,Combined New England City and Town Area Code,New England City and Town Area Division Code,Urban Area Code,"Congressional District (2019-2021, 116th Congress) Code",State Legislative District (Upper Chamber) Code,State Legislative District (Lower Chamber) Code,5-Digit ZIP Code Tabulation Area Code,Subminor Civil Division Code,School District (Elementary)/Remainder Code,School District (Secondary)/Remainder Code,School District (Unified)/Remainder Code,Public Use Microdata Sample Area (PUMA) Code,Area Name,Tribal Census Tract Code,Tribal Block Group Code,Median household income in the past 12 months (in 2018 inflation-adjusted dollars),Total,Occupied,Vacant
G2405100250102,2014-2018,,,Maryland,24,Baltimore city,510,,,250102,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2501.02, Baltimore city, Maryland",,,42922,1348,1231,117
G2405100250103,2014-2018,,,Maryland,24,Baltimore city,510,,,250103,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2501.03, Baltimore city, Maryland",,,39412,1784,1554,230
G2405100250203,2014-2018,,,Maryland,24,Baltimore city,510,,,250203,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2502.03, Baltimore city, Maryland",,,37639,843,724,119
G2405100250204,2014-2018,,,Maryland,24,Baltimore city,510,,,250204,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2502.04, Baltimore city, Maryland",,,15567,1675,1484,191
G2405100250205,2014-2018,,,Maryland,24,Baltimore city,510,,,250205,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2502.05, Baltimore city, Maryland",,,41023,1808,1476,332
G2405100250206,2014-2018,,,Maryland,24,Baltimore city,510,,,250206,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2502.06, Baltimore city, Maryland",,,57333,1034,862,172
G2405100250207,2014-2018,,,Maryland,24,Baltimore city,510,,,250207,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2502.07, Baltimore city, Maryland",,,34081,933,817,116
G2405100250301,2014-2018,,,Maryland,24,Baltimore city,510,,,250301,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2503.01, Baltimore city, Maryland",,,23452,1060,818,242
G2405100250303,2014-2018,,,Maryland,24,Baltimore city,510,,,250303,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2503.03, Baltimore city, Maryland",,,38750,962,872,90
G2405100250401,2014-2018,,,Maryland,24,Baltimore city,510,,,250401,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2504.01, Baltimore city, Maryland",,,39747,1573,1157,416
G2405100250402,2014-2018,,,Maryland,24,Baltimore city,510,,,250402,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2504.02, Baltimore city, Maryland",,,50526,2090,1536,554
G2405100250500,2014-2018,,,Maryland,24,Baltimore city,510,,,250500,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2505, Baltimore city, Maryland",,,36684,2487,1670,817
G2405100250600,2014-2018,,,Maryland,24,Baltimore city,510,,,250600,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2506, Baltimore city, Maryland",,,,0,0,0
G2405100260101,2014-2018,,,Maryland,24,Baltimore city,510,,,260101,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2601.01, Baltimore city, Maryland",,,58466,2097,1851,246
G2405100260102,2014-2018,,,Maryland,24,Baltimore city,510,,,260102,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2601.02, Baltimore city, Maryland",,,55931,1975,1613,362
G2405100260201,2014-2018,,,Maryland,24,Baltimore city,510,,,260201,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2602.01, Baltimore city, Maryland",,,36283,2498,2307,191
G2405100260202,2014-2018,,,Maryland,24,Baltimore city,510,,,260202,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2602.02, Baltimore city, Maryland",,,39283,2820,2336,484
G2405100260203,2014-2018,,,Maryland,24,Baltimore city,510,,,260203,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2602.03, Baltimore city, Maryland",,,39063,1096,1029,67
G2405100260301,2014-2018,,,Maryland,24,Baltimore city,510,,,260301,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2603.01, Baltimore city, Maryland",,,43951,1851,1573,278
G2405100260302,2014-2018,,,Maryland,24,Baltimore city,510,,,260302,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2603.02, Baltimore city, Maryland",,,33920,2877,2532,345
G2405100260303,2014-2018,,,Maryland,24,Baltimore city,510,,,260303,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2603.03, Baltimore city, Maryland",,,17125,468,416,52
G2405100260401,2014-2018,,,Maryland,24,Baltimore city,510,,,260401,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2604.01, Baltimore city, Maryland",,,35750,1334,1283,51
G2405100260402,2014-2018,,,Maryland,24,Baltimore city,510,,,260402,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2604.02, Baltimore city, Maryland",,,41113,1310,1227,83
G2405100260403,2014-2018,,,Maryland,24,Baltimore city,510,,,260403,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2604.03, Baltimore city, Maryland",,,32143,784,698,86
G2405100260404,2014-2018,,,Maryland,24,Baltimore city,510,,,260404,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2604.04, Baltimore city, Maryland",,,45143,759,602,157
G2405100260501,2014-2018,,,Maryland,24,Baltimore city,510,,,260501,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2605.01, Baltimore city, Maryland",,,56038,2209,1851,358
G2405100260604,2014-2018,,,Maryland,24,Baltimore city,510,,,260604,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2606.04, Baltimore city, Maryland",,,25563,646,512,134
G2405100260605,2014-2018,,,Maryland,24,Baltimore city,510,,,260605,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2606.05, Baltimore city, Maryland",,,42052,1993,1708,285
G2405100260700,2014-2018,,,Maryland,24,Baltimore city,510,,,260700,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2607, Baltimore city, Maryland",,,59479,1080,920,160
G2405100260800,2014-2018,,,Maryland,24,Baltimore city,510,,,260800,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2608, Baltimore city, Maryland",,,41974,1108,1026,82
G2405100260900,2014-2018,,,Maryland,24,Baltimore city,510,,,260900,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2609, Baltimore city, Maryland",,,104342,1839,1554,285
G2405100261000,2014-2018,,,Maryland,24,Baltimore city,510,,,261000,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2610, Baltimore city, Maryland",,,51908,1334,999,335
G2405100261100,2014-2018,,,Maryland,24,Baltimore city,510,,,261100,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2611, Baltimore city, Maryland",,,121000,1014,844,170
G2405100270101,2014-2018,,,Maryland,24,Baltimore city,510,,,270101,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2701.01, Baltimore city, Maryland",,,73523,688,575,113
G2405100270102,2014-2018,,,Maryland,24,Baltimore city,510,,,270102,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2701.02, Baltimore city, Maryland",,,65237,1547,1223,324
G2405100270200,2014-2018,,,Maryland,24,Baltimore city,510,,,270200,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2702, Baltimore city, Maryland",,,74236,792,709,83
G2405100270301,2014-2018,,,Maryland,24,Baltimore city,510,,,270301,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2703.01, Baltimore city, Maryland",,,65223,1282,1147,135
G2405100270302,2014-2018,,,Maryland,24,Baltimore city,510,,,270302,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2703.02, Baltimore city, Maryland",,,73967,745,665,80
G2405100270401,2014-2018,,,Maryland,24,Baltimore city,510,,,270401,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2704.01, Baltimore city, Maryland",,,65098,2224,2068,156
G2405100270402,2014-2018,,,Maryland,24,Baltimore city,510,,,270402,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2704.02, Baltimore city, Maryland",,,79833,1386,1144,242
G2405100270501,2014-2018,,,Maryland,24,Baltimore city,510,,,270501,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2705.01, Baltimore city, Maryland",,,61227,1823,1643,180
G2405100270502,2014-2018,,,Maryland,24,Baltimore city,510,,,270502,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2705.02, Baltimore city, Maryland",,,69500,2035,1810,225
G2405100270600,2014-2018,,,Maryland,24,Baltimore city,510,,,270600,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2706, Baltimore city, Maryland",,,59375,2001,1832,169
G2405100270701,2014-2018,,,Maryland,24,Baltimore city,510,,,270701,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2707.01, Baltimore city, Maryland",,,36994,1296,1139,157
G2405100270702,2014-2018,,,Maryland,24,Baltimore city,510,,,270702,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2707.02, Baltimore city, Maryland",,,53532,1102,902,200
G2405100270703,2014-2018,,,Maryland,24,Baltimore city,510,,,270703,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2707.03, Baltimore city, Maryland",,,61199,1249,1103,146
G2405100270801,2014-2018,,,Maryland,24,Baltimore city,510,,,270801,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2708.01, Baltimore city, Maryland",,,53614,1732,1560,172
G2405100270802,2014-2018,,,Maryland,24,Baltimore city,510,,,270802,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2708.02, Baltimore city, Maryland",,,50354,2241,2172,69
G2405100270803,2014-2018,,,Maryland,24,Baltimore city,510,,,270803,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2708.03, Baltimore city, Maryland",,,51510,3150,2929,221
G2405100270804,2014-2018,,,Maryland,24,Baltimore city,510,,,270804,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2708.04, Baltimore city, Maryland",,,56903,1563,1444,119
G2405100270805,2014-2018,,,Maryland,24,Baltimore city,510,,,270805,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2708.05, Baltimore city, Maryland",,,54139,2253,1834,419
G2405100270901,2014-2018,,,Maryland,24,Baltimore city,510,,,270901,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2709.01, Baltimore city, Maryland",,,52803,1776,1696,80
G2405100270902,2014-2018,,,Maryland,24,Baltimore city,510,,,270902,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2709.02, Baltimore city, Maryland",,,57356,1534,1425,109
G2405100270903,2014-2018,,,Maryland,24,Baltimore city,510,,,270903,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2709.03, Baltimore city, Maryland",,,48611,1460,1218,242
G2405100271001,2014-2018,,,Maryland,24,Baltimore city,510,,,271001,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2710.01, Baltimore city, Maryland",,,41192,1076,829,247
G2405100271002,2014-2018,,,Maryland,24,Baltimore city,510,,,271002,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2710.02, Baltimore city, Maryland",,,37232,1783,1514,269
G2405100271101,2014-2018,,,Maryland,24,Baltimore city,510,,,271101,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2711.01, Baltimore city, Maryland",,,55820,950,877,73
G2405100271102,2014-2018,,,Maryland,24,Baltimore city,510,,,271102,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2711.02, Baltimore city, Maryland",,,213200,519,442,77
G2405100271200,2014-2018,,,Maryland,24,Baltimore city,510,,,271200,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2712, Baltimore city, Maryland",,,148788,2364,2198,166
G2405100271300,2014-2018,,,Maryland,24,Baltimore city,510,,,271300,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2713, Baltimore city, Maryland",,,154432,1154,1061,93
G2405100271400,2014-2018,,,Maryland,24,Baltimore city,510,,,271400,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2714, Baltimore city, Maryland",,,122344,1551,1424,127
G2405100271501,2014-2018,,,Maryland,24,Baltimore city,510,,,271501,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2715.01, Baltimore city, Maryland",,,100167,1892,1748,144
G2405100271503,2014-2018,,,Maryland,24,Baltimore city,510,,,271503,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2715.03, Baltimore city, Maryland",,,71875,695,644,51
G2405100271600,2014-2018,,,Maryland,24,Baltimore city,510,,,271600,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2716, Baltimore city, Maryland",,,28133,1866,1506,360
G2405100271700,2014-2018,,,Maryland,24,Baltimore city,510,,,271700,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2717, Baltimore city, Maryland",,,41891,2503,1749,754
G2405100271801,2014-2018,,,Maryland,24,Baltimore city,510,,,271801,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2718.01, Baltimore city, Maryland",,,30462,1642,1232,410
G2405100271802,2014-2018,,,Maryland,24,Baltimore city,510,,,271802,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2718.02, Baltimore city, Maryland",,,29495,1345,913,432
G2405100271900,2014-2018,,,Maryland,24,Baltimore city,510,,,271900,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2719, Baltimore city, Maryland",,,51736,1657,1459,198
G2405100272003,2014-2018,,,Maryland,24,Baltimore city,510,,,272003,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2720.03, Baltimore city, Maryland",,,66250,2131,2041,90
G2405100272004,2014-2018,,,Maryland,24,Baltimore city,510,,,272004,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2720.04, Baltimore city, Maryland",,,42800,1916,1842,74
G2405100272005,2014-2018,,,Maryland,24,Baltimore city,510,,,272005,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2720.05, Baltimore city, Maryland",,,59500,1356,1252,104
G2405100272006,2014-2018,,,Maryland,24,Baltimore city,510,,,272006,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2720.06, Baltimore city, Maryland",,,32500,1876,1622,254
G2405100272007,2014-2018,,,Maryland,24,Baltimore city,510,,,272007,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2720.07, Baltimore city, Maryland",,,39777,1991,1775,216
G2405100280101,2014-2018,,,Maryland,24,Baltimore city,510,,,280101,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2801.01, Baltimore city, Maryland",,,47440,1452,1303,149
G2405100280102,2014-2018,,,Maryland,24,Baltimore city,510,,,280102,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2801.02, Baltimore city, Maryland",,,55243,2834,2423,411
G2405100280200,2014-2018,,,Maryland,24,Baltimore city,510,,,280200,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2802, Baltimore city, Maryland",,,57097,2038,1652,386
G2405100280301,2014-2018,,,Maryland,24,Baltimore city,510,,,280301,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2803.01, Baltimore city, Maryland",,,37163,2178,1884,294
G2405100280302,2014-2018,,,Maryland,24,Baltimore city,510,,,280302,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2803.02, Baltimore city, Maryland",,,43438,1118,999,119
G2405100280401,2014-2018,,,Maryland,24,Baltimore city,510,,,280401,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2804.01, Baltimore city, Maryland",,,46139,1650,1519,131
G2405100280402,2014-2018,,,Maryland,24,Baltimore city,510,,,280402,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2804.02, Baltimore city, Maryland",,,48276,700,604,96
G2405100280403,2014-2018,,,Maryland,24,Baltimore city,510,,,280403,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2804.03, Baltimore city, Maryland",,,62945,2338,2140,198
G2405100280404,2014-2018,,,Maryland,24,Baltimore city,510,,,280404,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2804.04, Baltimore city, Maryland",,,37292,1214,1045,169
G2405100280500,2014-2018,,,Maryland,24,Baltimore city,510,,,280500,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2805, Baltimore city, Maryland",,,13644,1068,979,89
